"depths","Ash","Beech","Birch","Chestnut","Hemlock","Hickory","Maple","Oak","Other.conifer","Other.hardwood","Pine","Spruce","Tamarack"
660,6,8,7,0,5,0,0,236,0,50,10,0,0
665,13,3,4,0,10,2,2,232,0,36,17,0,0
670,1,4,3,0,5,3,2,211,0,47,10,0,0
675,16,7,11,0,5,1,2,197,0,33,25,0,1
680,18,8,6,0,3,0,8,238,0,44,15,0,0
685,3,3,6,0,5,2,0,233,0,44,27,0,0
690,7,1,8,0,4,3,2,270,0,34,7,6,0
695,3,5,8,0,5,0,2,217,0,35,40,0,0
700,7,4,5,0,6,0,1,240,0,60,17,0,0
705,6,6,8,1,14,0,5,219,0,57,53,0,0
710,0,2,14,0,7,0,4,219,0,45,31,0,1
715,9,2,6,1,5,0,0,256,0,31,41,0,0
720,9,1,11,1,8,0,0,233,0,42,64,0,0
725,10,2,11,0,4,1,2,221,0,26,39,0,1
730,1,1,19,0,7,2,2,208,0,29,35,0,0
735,6,1,8,0,10,0,2,218,0,23,51,0,0
740,7,0,8,1,10,0,3,198,0,37,69,0,0
745,14,2,12,1,6,0,2,190,0,27,74,0,0
750,3,1,16,0,22,0,0,178,0,16,85,0,0
755,11,3,8,0,24,0,0,136,0,20,122,0,0
760,1,0,7,0,16,0,0,143,0,18,135,0,0
765,9,1,7,0,60,0,3,102,0,15,123,0,1
770,1,0,14,0,27,0,1,108,0,14,170,0,0
775,8,0,28,0,10,1,4,105,0,23,153,0,0
780,4,1,27,0,5,1,7,134,3,18,255,2,0
785,2,0,27,0,4,0,6,74,1,11,217,0,0
787.5,5,0,70,0,17,0,8,104,0,35,114,0,0
790,68,0,85,0,2,0,9,70,14,61,144,6,0
792.5,4,0,30,0,14,0,1,57,4,15,163,1,0
795,12,0,79,0,2,0,0,72,17,109,13,0,0
797.5,5,0,54,0,13,0,1,22,22,31,119,3,0
800,5,0,61,0,8,0,0,30,45,101,29,4,0
802.5,0,0,38,0,0,0,0,4,37,78,97,25,0
805,9,0,18,0,3,0,0,20,31,130,63,10,0
807.5,2,0,21,0,7,0,0,9,37,79,156,17,0
810,5,0,9,0,0,0,0,19,34,80,140,15,0
812.5,7,0,11,0,0,0,1,27,45,81,199,13,0
815,12,3,16,0,0,0,0,57,37,69,145,10,0
817.5,8,1,12,0,0,0,1,52,25,52,140,8,0
820,7,0,12,0,0,0,0,53,38,49,135,14,0
822.5,6,1,15,0,0,1,0,37,47,31,137,13,0
825,17,0,11,0,0,0,0,85,14,47,132,5,0
827.5,32,0,13,0,0,0,0,0,43,54,98,19,0
830,4,3,9,0,0,0,0,32,59,43,98,35,1
832.5,20,0,32,0,0,0,0,73,28,42,97,27,0
835,1,0,10,0,0,1,0,32,22,37,62,8,0
837.5,0,0,15,1,0,0,0,32,11,43,137,17,0
840,1,0,3,0,0,0,0,23,26,75,161,5,0
845,0,0,4,0,0,1,0,26,7,74,138,5,0
850,0,0,3,0,0,0,0,19,73,23,198,8,0
860,0,0,0,0,0,3,0,23,18,57,172,6,0
870,0,0,2,0,0,0,0,4,0,62,132,13,0
880,1,0,8,0,0,0,0,8,0,83,72,6,0
890,0,0,3,0,0,0,0,4,0,65,3,0,0
900,0,2,13,0,9,4,0,12,2,19,59,2,0
910,3,0,14,1,0,0,2,13,0,53,11,0,0
920,0,0,7,0,1,0,0,14,21,30,201,3,0
930,0,0,2,0,1,0,1,9,6,15,110,0,1
940,0,0,2,0,0,0,0,4,2,9,161,1,0
950,0,0,5,0,0,0,0,3,0,10,12,0,0
960,0,0,1,0,1,0,0,2,0,17,13,2,0
970,0,0,5,0,0,0,0,8,2,41,136,11,0
980,0,0,1,0,0,0,0,0,4,12,53,4,0
990,0,0,7,0,0,0,0,1,0,4,17,0,0
1000,0,1,2,0,0,0,0,11,4,5,85,4,0
1010,0,0,1,0,0,0,0,0,0,2,10,1,0
1020,0,0,1,0,0,0,0,0,0,2,10,2,0
1030,0,0,6,0,0,0,0,6,3,8,37,5,0
1040,0,0,3,0,0,0,0,0,0,5,4,1,0
1050,0,0,13,0,0,0,0,3,0,6,41,5,0
1060,0,0,0,0,0,0,0,1,0,3,14,0,0
1070,0,0,3,0,0,0,0,1,0,9,16,3,0
