"depths","Ash","Beech","Birch","Chestnut","Hemlock","Hickory","Maple","Oak","Other.conifer","Other.hardwood","Pine","Spruce","Tamarack"
620,3,5,11,1,5,2,3,205,0,23,16,0,0
625,4,8,6,0,7,1,3,257,0,27,20,1,0
630,3,5,13,0,16,1,1,228,0,18,23,0,0
635,5,9,14,0,9,2,1,273,0,13,24,0,0
640,2,5,18,0,5,4,5,212,0,22,28,0,0
645,2,7,8,0,14,1,4,242,0,25,28,0,0
650,5,10,14,0,3,1,2,222,0,20,36,0,0
655,8,10,17,1,7,1,0,286,0,35,38,0,0
660,6,3,7,0,5,0,1,242,0,23,30,0,0
665,4,0,28,1,7,0,3,253,0,35,25,1,0
670,5,0,26,1,6,0,3,198,0,45,14,1,0
675,8,1,21,0,2,1,3,235,0,27,23,0,0
680,7,1,38,0,8,1,3,210,0,48,34,0,0
685,10,3,35,0,6,0,1,165,0,43,34,0,0
690,13,0,51,1,7,0,2,165,0,42,43,0,0
695,11,0,49,0,3,0,1,152,0,34,25,1,0
705,10,0,23,0,6,0,1,167,0,26,54,0,0
710,13,3,43,1,4,0,3,153,0,25,59,0,0
715,10,1,30,0,10,0,3,181,1,42,43,1,0
720,11,0,38,1,4,0,2,147,1,39,59,3,0
725,12,0,51,0,13,0,1,146,1,27,43,2,0
730,4,1,18,0,2,0,5,161,0,27,44,1,0
735,8,0,23,0,4,0,4,186,0,23,79,0,0
740,5,2,23,0,5,1,4,160,0,22,98,0,0
745,4,0,25,1,12,1,2,170,0,21,93,0,0
750,3,1,30,0,14,0,4,199,0,32,63,0,0
755,8,3,33,0,6,0,2,174,0,41,71,0,0
760,11,1,30,0,13,0,0,191,3,28,47,1,0
765,7,0,17,0,25,1,1,190,0,44,75,1,0
770,6,0,16,2,22,0,3,177,0,19,78,0,0
775,15,0,34,0,15,1,2,166,0,26,72,0,0
780,7,0,37,0,15,1,5,149,1,16,111,0,0
785,5,0,24,0,18,0,4,129,1,27,126,0,0
790,7,0,30,0,4,0,1,117,0,25,132,0,0
795,9,0,32,0,4,0,6,138,2,26,125,0,0
800,12,1,45,0,1,1,4,106,3,47,142,7,0
805,20,0,53,0,7,0,4,65,7,49,125,11,0
810,30,0,122,0,2,0,0,37,2,142,26,5,0
815,6,0,74,0,0,0,1,24,2,167,51,6,0
820,9,0,76,0,1,0,0,16,12,94,75,31,1
825,8,0,77,0,1,1,0,10,5,106,69,22,0
830,16,0,58,0,0,1,0,18,3,138,95,15,0
