"depths","Ash","Beech","Birch","Chestnut","Hemlock","Hickory","Maple","Oak","Other.conifer","Other.hardwood","Pine","Spruce","Tamarack"
2.5,3,6,49,13,13,10,6,80,0,18,14,2,0
3.5,3,12,54,11,14,6,10,83,0,21,31,5,1
4.5,5,6,29,5,14,1,2,51,0,6,20,0,0
5.5,2,7,48,14,19,11,6,97,0,16,32,1,1
7.5,4,18,52,23,34,11,10,138,0,21,49,2,0
10.5,11,22,36,18,36,7,3,116,0,21,65,4,1
14.5,7,20,37,10,43,9,4,114,0,16,46,2,0
15.5,4,19,40,29,46,6,5,149,0,25,61,4,0
17.5,4,23,45,19,25,6,10,178,0,24,47,1,0
18.5,4,11,42,28,43,10,10,111,0,17,48,3,0
19.5,6,15,40,13,22,6,5,156,0,16,65,2,0
20.5,10,13,35,24,17,5,3,150,1,17,51,4,0
21.5,4,19,59,21,21,7,7,148,0,31,51,2,0
22.5,5,27,43,16,37,13,6,130,0,19,46,2,0
23.5,5,13,41,19,39,8,5,131,0,18,46,2,0
25.5,4,10,44,21,26,13,11,131,0,30,25,2,3
28.5,1,13,26,11,24,2,4,70,0,7,14,0,0
30.5,5,17,53,20,18,13,3,144,0,24,29,2,4
33.5,6,16,53,22,31,14,9,145,0,21,47,0,0
35.5,1,12,37,21,32,10,5,115,0,18,41,5,0
37,5,16,51,15,37,12,10,144,0,27,45,0,0
39,6,15,43,19,26,9,8,151,0,9,32,0,0
41,8,15,39,21,28,9,7,136,0,17,38,0,0
