"depths","Ash","Beech","Birch","Chestnut","Hemlock","Hickory","Maple","Oak","Other.conifer","Other.hardwood","Pine","Spruce","Tamarack"
10,0,0,64,2,1,0,3,42,0,17,24.5,3,0
70,0,8,55,2,5,2,3,72,0,19,28,0,0
181,3,25,20,2,16,4,1,162,0,43,31,0,0
210,0,23,27,0,21,4,11,168,0,51,12,0,0
250,2,8,38,0,8,0,6,105,0,34,29,0,0
260,3,5,33,0,9,0,0,116,0,28,40,0,0
270,1,0,44,0,9,0,2,112,0,47,108,1.5,1
280,0,1,41,1,5,0,1,61,1,16,116.5,1.5,0
290,1,0,62,1,6.5,0,1,48,1,33,147.5,9,0
312,0,0,16,0,1,0,0,1,1.5,32,31,41.5,0
320,2,0,43,0,2,0,0,6,9,33,41,128,1
